raw_symbol,instrument_id,date
NQZ0-NQZ1,619132,2011-03-19
NQZ0-NQZ1,619132,2011-03-20
NQZ0-NQZ1,619132,2011-03-21
NQZ0-NQZ1,619132,2011-03-22
NQZ0-NQZ1,619132,2011-03-23
NQZ0-NQZ1,619132,2011-03-24
NQZ0-NQZ1,619132,2011-03-25
NQZ0-NQZ1,619132,2011-03-26
NQZ0-NQZ1,619132,2011-03-27
NQZ0-NQZ1,619132,2011-03-28
NQZ0-NQZ1,619132,2011-03-29
NQZ0-NQZ1,619132,2011-03-30
NQZ0-NQZ1,619132,2011-03-31
NQZ0-NQZ1,619132,2011-04-01
NQZ0-NQZ1,619132,2011-04-02
NQZ0-NQZ1,619132,2011-04-03
NQZ0-NQZ1,619132,2011-04-04
NQZ0-NQZ1,619132,2011-04-05
NQZ0-NQZ1,619132,2011-04-06
NQZ0-NQZ1,619132,2011-04-07
NQZ0-NQZ1,619132,2011-04-08
NQZ0-NQZ1,619132,2011-04-09
NQZ0-NQZ1,619132,2011-04-10
NQZ0-NQZ1,619132,2011-04-11
NQZ0-NQZ1,619132,2011-04-12
NQZ0-NQZ1,619132,2011-04-13
NQZ0-NQZ1,619132,2011-04-14
NQZ0-NQZ1,619132,2011-04-15
NQZ0-NQZ1,619132,2011-04-16
NQZ0-NQZ1,619132,2011-04-17
NQZ0-NQZ1,619132,2011-04-18
NQZ0-NQZ1,619132,2011-04-19
NQZ0-NQZ1,619132,2011-04-20
NQZ0-NQZ1,619132,2011-04-21
NQZ0-NQZ1,619132,2011-04-22
NQZ0-NQZ1,619132,2011-04-23
NQZ0-NQZ1,619132,2011-04-24
NQZ0-NQZ1,619132,2011-04-25
NQZ0-NQZ1,619132,2011-04-26
NQZ0-NQZ1,619132,2011-04-27
NQZ0-NQZ1,619132,2011-04-28
NQZ0-NQZ1,619132,2011-04-29
NQZ0-NQZ1,619132,2011-04-30
NQZ0-NQZ1,619132,2011-05-01
NQZ0-NQZ1,619132,2011-05-02
NQZ0-NQZ1,619132,2011-05-03
NQZ0-NQZ1,619132,2011-05-04
NQZ0-NQZ1,619132,2011-05-05
NQZ0-NQZ1,619132,2011-05-06
NQZ0-NQZ1,619132,2011-05-07
NQZ0-NQZ1,619132,2011-05-08
NQZ0-NQZ1,619132,2011-05-09
NQZ0-NQZ1,619132,2011-05-10
NQZ0-NQZ1,619132,2011-05-11
NQZ0-NQZ1,619132,2011-05-12
NQZ0-NQZ1,619132,2011-05-13
NQZ0-NQZ1,619132,2011-05-14
NQZ0-NQZ1,619132,2011-05-15
NQZ0-NQZ1,619132,2011-05-16
NQZ0-NQZ1,619132,2011-05-17
NQZ0-NQZ1,619132,2011-05-18
NQZ0-NQZ1,619132,2011-05-19
NQZ0-NQZ1,619132,2011-05-20
NQZ0-NQZ1,619132,2011-05-21
NQZ0-NQZ1,20862,2020-09-06
NQZ0-NQZ1,20862,2020-09-07
NQZ0-NQZ1,20862,2020-09-08
NQZ0-NQZ1,20862,2020-09-09
NQZ0-NQZ1,20862,2020-09-10
NQZ0-NQZ1,20862,2020-09-11
NQZ0-NQZ1,20862,2020-09-12
NQZ0-NQZ1,20862,2020-09-13
NQZ0-NQZ1,20862,2020-09-14
NQZ0-NQZ1,20862,2020-09-15
NQZ0-NQZ1,20862,2020-09-16
NQZ0-NQZ1,20862,2020-09-17
NQZ0-NQZ1,20862,2020-09-18
NQZ0-NQZ1,20862,2020-09-19
