ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2015-08-12T00:00:00.000000000Z,33,1,2913,4521.500000000,4521.500000000,4520.750000000,4521.500000000,23,NQU5
2015-08-12T00:01:00.000000000Z,33,1,2913,4521.750000000,4522.000000000,4521.500000000,4522.000000000,14,NQU5
2015-08-12T00:02:00.000000000Z,33,1,2913,4522.000000000,4522.750000000,4522.000000000,4522.250000000,11,NQU5
2015-08-12T00:03:00.000000000Z,33,1,2913,4522.500000000,4523.500000000,4522.500000000,4523.000000000,41,NQU5
2015-08-12T00:04:00.000000000Z,33,1,2913,4523.250000000,4523.250000000,4523.000000000,4523.000000000,10,NQU5
2015-08-12T00:05:00.000000000Z,33,1,2913,4523.250000000,4523.500000000,4523.000000000,4523.250000000,21,NQU5
2015-08-12T00:06:00.000000000Z,33,1,2913,4523.250000000,4523.250000000,4522.500000000,4522.500000000,18,NQU5
2015-08-12T00:07:00.000000000Z,33,1,2913,4522.500000000,4522.500000000,4522.250000000,4522.500000000,12,NQU5
2015-08-12T00:08:00.000000000Z,33,1,2913,4522.250000000,4524.000000000,4522.250000000,4524.000000000,12,NQU5
2015-08-12T00:09:00.000000000Z,33,1,2913,4524.000000000,4524.750000000,4524.000000000,4524.500000000,87,NQU5
2015-08-12T00:10:00.000000000Z,33,1,2913,4524.500000000,4525.250000000,4524.250000000,4524.500000000,256,NQU5
2015-08-12T00:11:00.000000000Z,33,1,2913,4524.500000000,4524.500000000,4524.000000000,4524.000000000,9,NQU5
2015-08-12T00:12:00.000000000Z,33,1,2913,4524.000000000,4524.000000000,4523.500000000,4523.750000000,11,NQU5
2015-08-12T00:13:00.000000000Z,33,1,2913,4523.750000000,4523.750000000,4523.500000000,4523.500000000,12,NQU5
2015-08-12T00:14:00.000000000Z,33,1,2913,4523.500000000,4524.000000000,4523.500000000,4524.000000000,7,NQU5
2015-08-12T00:15:00.000000000Z,33,1,2913,4523.250000000,4523.500000000,4523.000000000,4523.250000000,18,NQU5
2015-08-12T00:16:00.000000000Z,33,1,2913,4523.250000000,4523.250000000,4523.250000000,4523.250000000,17,NQU5
2015-08-12T00:17:00.000000000Z,33,1,2913,4523.250000000,4523.250000000,4522.750000000,4523.000000000,19,NQU5
2015-08-12T00:18:00.000000000Z,33,1,2913,4522.750000000,4523.000000000,4522.750000000,4522.750000000,8,NQU5
2015-08-12T00:19:00.000000000Z,33,1,2913,4522.500000000,4522.500000000,4522.500000000,4522.500000000,1,NQU5
2015-08-12T00:20:00.000000000Z,33,1,2913,4522.500000000,4522.750000000,4522.500000000,4522.500000000,16,NQU5
2015-08-12T00:21:00.000000000Z,33,1,2913,4522.250000000,4524.000000000,4522.250000000,4524.000000000,32,NQU5
2015-08-12T00:22:00.000000000Z,33,1,2913,4524.250000000,4524.250000000,4524.250000000,4524.250000000,3,NQU5
2015-08-12T00:23:00.000000000Z,33,1,2913,4524.250000000,4524.250000000,4524.250000000,4524.250000000,4,NQU5
2015-08-12T00:24:00.000000000Z,33,1,2913,4524.250000000,4525.250000000,4524.250000000,4524.750000000,31,NQU5
2015-08-12T00:25:00.000000000Z,33,1,2913,4525.000000000,4525.250000000,4525.000000000,4525.000000000,37,NQU5
2015-08-12T00:26:00.000000000Z,33,1,2913,4524.750000000,4524.750000000,4524.000000000,4524.000000000,6,NQU5
2015-08-12T00:27:00.000000000Z,33,1,2913,4524.500000000,4524.500000000,4524.000000000,4524.000000000,4,NQU5
2015-08-12T00:28:00.000000000Z,33,1,2913,4524.000000000,4524.000000000,4524.000000000,4524.000000000,4,NQU5
2015-08-12T00:30:00.000000000Z,33,1,2913,4524.250000000,4524.250000000,4523.750000000,4524.000000000,9,NQU5
2015-08-12T00:31:00.000000000Z,33,1,2913,4524.250000000,4524.750000000,4524.250000000,4524.250000000,18,NQU5
2015-08-12T00:32:00.000000000Z,33,1,2913,4524.250000000,4524.250000000,4523.500000000,4523.500000000,12,NQU5
2015-08-12T00:33:00.000000000Z,33,1,2913,4523.500000000,4523.750000000,4523.500000000,4523.750000000,4,NQU5
2015-08-12T00:34:00.000000000Z,33,1,2913,4523.750000000,4524.000000000,4523.500000000,4523.500000000,11,NQU5
2015-08-12T00:35:00.000000000Z,33,1,2913,4523.250000000,4523.250000000,4523.250000000,4523.250000000,3,NQU5
2015-08-12T00:36:00.000000000Z,33,1,2913,4523.250000000,4523.250000000,4523.000000000,4523.000000000,6,NQU5
2015-08-12T00:37:00.000000000Z,33,1,2913,4523.500000000,4523.500000000,4523.250000000,4523.250000000,13,NQU5
2015-08-12T00:38:00.000000000Z,33,1,2913,4523.000000000,4523.000000000,4523.000000000,4523.000000000,1,NQU5
2015-08-12T00:39:00.000000000Z,33,1,2913,4523.000000000,4523.000000000,4522.750000000,4522.750000000,17,NQU5
2015-08-12T00:40:00.000000000Z,33,1,2913,4522.750000000,4523.250000000,4522.750000000,4523.250000000,3,NQU5
2015-08-12T00:41:00.000000000Z,33,1,2913,4522.750000000,4522.750000000,4522.000000000,4522.000000000,10,NQU5
2015-08-12T00:42:00.000000000Z,33,1,2913,4522.250000000,4522.250000000,4522.250000000,4522.250000000,1,NQU5
2015-08-12T00:43:00.000000000Z,33,1,2913,4522.500000000,4522.500000000,4522.000000000,4522.000000000,30,NQU5
2015-08-12T00:44:00.000000000Z,33,1,2913,4522.000000000,4522.000000000,4521.500000000,4521.500000000,2,NQU5
2015-08-12T00:45:00.000000000Z,33,1,2913,4522.000000000,4522.000000000,4521.500000000,4522.000000000,16,NQU5
2015-08-12T00:45:00.000000000Z,33,1,12809,4515.000000000,4515.000000000,4515.000000000,4515.000000000,1,NQZ5
2015-08-12T00:46:00.000000000Z,33,1,2913,4522.250000000,4522.750000000,4522.250000000,4522.750000000,7,NQU5
2015-08-12T00:47:00.000000000Z,33,1,2913,4522.500000000,4522.500000000,4522.500000000,4522.500000000,11,NQU5
2015-08-12T00:48:00.000000000Z,33,1,2913,4522.750000000,4522.750000000,4522.750000000,4522.750000000,1,NQU5
2015-08-12T00:49:00.000000000Z,33,1,2913,4522.250000000,4522.750000000,4522.250000000,4522.500000000,9,NQU5
2015-08-12T00:50:00.000000000Z,33,1,2913,4522.500000000,4522.500000000,4522.500000000,4522.500000000,1,NQU5
2015-08-12T00:51:00.000000000Z,33,1,2913,4522.500000000,4522.500000000,4522.000000000,4522.250000000,7,NQU5
2015-08-12T00:52:00.000000000Z,33,1,2913,4522.000000000,4522.000000000,4522.000000000,4522.000000000,6,NQU5
2015-08-12T00:53:00.000000000Z,33,1,2913,4521.750000000,4521.750000000,4521.750000000,4521.750000000,2,NQU5
2015-08-12T00:54:00.000000000Z,33,1,2913,4521.750000000,4521.750000000,4521.750000000,4521.750000000,3,NQU5
2015-08-12T00:55:00.000000000Z,33,1,2913,4521.500000000,4521.750000000,4521.500000000,4521.750000000,10,NQU5
2015-08-12T00:56:00.000000000Z,33,1,2913,4521.750000000,4521.750000000,4521.750000000,4521.750000000,1,NQU5
2015-08-12T00:57:00.000000000Z,33,1,2913,4522.000000000,4522.250000000,4522.000000000,4522.250000000,13,NQU5
2015-08-12T00:58:00.000000000Z,33,1,2913,4522.000000000,4522.750000000,4522.000000000,4522.250000000,9,NQU5
2015-08-12T00:59:00.000000000Z,33,1,2913,4522.250000000,4522.250000000,4522.250000000,4522.250000000,6,NQU5
2015-08-12T01:00:00.000000000Z,33,1,2913,4522.250000000,4522.250000000,4522.250000000,4522.250000000,8,NQU5
2015-08-12T01:01:00.000000000Z,33,1,2913,4522.250000000,4522.250000000,4522.250000000,4522.250000000,3,NQU5
2015-08-12T01:02:00.000000000Z,33,1,2913,4522.750000000,4523.000000000,4522.250000000,4522.250000000,36,NQU5
2015-08-12T01:03:00.000000000Z,33,1,2913,4522.500000000,4522.750000000,4522.500000000,4522.750000000,30,NQU5
2015-08-12T01:04:00.000000000Z,33,1,2913,4523.250000000,4523.250000000,4523.250000000,4523.250000000,1,NQU5
2015-08-12T01:05:00.000000000Z,33,1,2913,4522.750000000,4523.250000000,4522.750000000,4523.250000000,2,NQU5
2015-08-12T01:06:00.000000000Z,33,1,2913,4522.750000000,4523.500000000,4522.750000000,4523.000000000,11,NQU5
2015-08-12T01:07:00.000000000Z,33,1,2913,4523.000000000,4523.000000000,4523.000000000,4523.000000000,4,NQU5
2015-08-12T01:08:00.000000000Z,33,1,2913,4522.750000000,4522.750000000,4522.750000000,4522.750000000,2,NQU5
2015-08-12T01:09:00.000000000Z,33,1,2913,4523.000000000,4523.000000000,4522.750000000,4522.750000000,22,NQU5
2015-08-12T01:10:00.000000000Z,33,1,2913,4523.250000000,4524.000000000,4523.250000000,4523.750000000,44,NQU5
2015-08-12T01:11:00.000000000Z,33,1,2913,4523.750000000,4523.750000000,4522.750000000,4523.250000000,61,NQU5
2015-08-12T01:12:00.000000000Z,33,1,2913,4522.750000000,4523.000000000,4522.750000000,4522.750000000,4,NQU5
2015-08-12T01:14:00.000000000Z,33,1,2913,4523.500000000,4524.000000000,4523.500000000,4524.000000000,9,NQU5
