ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2014-01-10T00:00:00.000000000Z,33,1,382251,3550.000000000,3550.250000000,3550.000000000,3550.250000000,26,NQH4
2014-01-10T00:01:00.000000000Z,33,1,382251,3550.500000000,3550.500000000,3550.250000000,3550.250000000,7,NQH4
2014-01-10T00:02:00.000000000Z,33,1,382251,3550.000000000,3550.250000000,3550.000000000,3550.000000000,19,NQH4
2014-01-10T00:05:00.000000000Z,33,1,382251,3550.000000000,3550.250000000,3550.000000000,3550.250000000,2,NQH4
2014-01-10T00:06:00.000000000Z,33,1,382251,3550.500000000,3550.500000000,3550.500000000,3550.500000000,7,NQH4
2014-01-10T00:07:00.000000000Z,33,1,382251,3550.500000000,3550.750000000,3550.500000000,3550.500000000,4,NQH4
2014-01-10T00:08:00.000000000Z,33,1,382251,3550.500000000,3550.500000000,3550.500000000,3550.500000000,1,NQH4
2014-01-10T00:09:00.000000000Z,33,1,382251,3550.500000000,3550.500000000,3550.500000000,3550.500000000,2,NQH4
2014-01-10T00:10:00.000000000Z,33,1,382251,3550.500000000,3550.500000000,3550.500000000,3550.500000000,11,NQH4
2014-01-10T00:11:00.000000000Z,33,1,382251,3550.500000000,3550.500000000,3550.500000000,3550.500000000,4,NQH4
2014-01-10T00:12:00.000000000Z,33,1,382251,3550.750000000,3550.750000000,3550.750000000,3550.750000000,10,NQH4
2014-01-10T00:13:00.000000000Z,33,1,382251,3550.750000000,3550.750000000,3550.750000000,3550.750000000,6,NQH4
2014-01-10T00:14:00.000000000Z,33,1,382251,3551.000000000,3551.000000000,3551.000000000,3551.000000000,3,NQH4
2014-01-10T00:15:00.000000000Z,33,1,382251,3551.000000000,3551.000000000,3550.500000000,3550.500000000,58,NQH4
2014-01-10T00:16:00.000000000Z,33,1,382251,3550.250000000,3550.500000000,3550.250000000,3550.500000000,17,NQH4
2014-01-10T00:17:00.000000000Z,33,1,382251,3550.750000000,3550.750000000,3550.750000000,3550.750000000,5,NQH4
2014-01-10T00:19:00.000000000Z,33,1,382251,3550.750000000,3551.000000000,3550.750000000,3551.000000000,10,NQH4
2014-01-10T00:20:00.000000000Z,33,1,382251,3551.000000000,3551.000000000,3551.000000000,3551.000000000,8,NQH4
2014-01-10T00:21:00.000000000Z,33,1,382251,3551.250000000,3551.500000000,3551.250000000,3551.500000000,6,NQH4
2014-01-10T00:22:00.000000000Z,33,1,382251,3551.500000000,3551.500000000,3551.250000000,3551.500000000,20,NQH4
2014-01-10T00:23:00.000000000Z,33,1,382251,3551.500000000,3551.500000000,3551.250000000,3551.250000000,23,NQH4
2014-01-10T00:24:00.000000000Z,33,1,382251,3551.250000000,3551.250000000,3551.250000000,3551.250000000,5,NQH4
2014-01-10T00:27:00.000000000Z,33,1,382251,3551.250000000,3551.250000000,3551.250000000,3551.250000000,1,NQH4
2014-01-10T00:29:00.000000000Z,33,1,382251,3551.250000000,3551.250000000,3551.000000000,3551.000000000,10,NQH4
2014-01-10T00:32:00.000000000Z,33,1,382251,3551.000000000,3551.000000000,3551.000000000,3551.000000000,5,NQH4
2014-01-10T00:35:00.000000000Z,33,1,382251,3550.750000000,3550.750000000,3550.750000000,3550.750000000,4,NQH4
2014-01-10T00:36:00.000000000Z,33,1,382251,3551.000000000,3551.000000000,3551.000000000,3551.000000000,6,NQH4
2014-01-10T00:37:00.000000000Z,33,1,382251,3551.000000000,3551.000000000,3551.000000000,3551.000000000,2,NQH4
2014-01-10T00:38:00.000000000Z,33,1,382251,3550.750000000,3550.750000000,3550.750000000,3550.750000000,1,NQH4
2014-01-10T00:39:00.000000000Z,33,1,382251,3550.750000000,3550.750000000,3550.750000000,3550.750000000,2,NQH4
2014-01-10T00:40:00.000000000Z,33,1,382251,3550.750000000,3550.750000000,3550.750000000,3550.750000000,22,NQH4
