ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2015-06-29T00:00:00.000000000Z,33,1,2913,4411.500000000,4412.000000000,4411.000000000,4411.750000000,41,NQU5
2015-06-29T00:01:00.000000000Z,33,1,2913,4411.750000000,4412.500000000,4411.500000000,4412.500000000,22,NQU5
2015-06-29T00:02:00.000000000Z,33,1,2913,4413.000000000,4414.000000000,4412.000000000,4412.500000000,36,NQU5
2015-06-29T00:03:00.000000000Z,33,1,2913,4412.750000000,4414.000000000,4412.250000000,4412.750000000,17,NQU5
2015-06-29T00:04:00.000000000Z,33,1,2913,4413.250000000,4413.250000000,4412.750000000,4413.250000000,7,NQU5
2015-06-29T00:05:00.000000000Z,33,1,2913,4413.500000000,4414.750000000,4413.250000000,4413.250000000,26,NQU5
2015-06-29T00:06:00.000000000Z,33,1,2913,4414.000000000,4417.500000000,4414.000000000,4417.250000000,73,NQU5
2015-06-29T00:07:00.000000000Z,33,1,2913,4416.750000000,4420.500000000,4416.500000000,4420.000000000,153,NQU5
2015-06-29T00:08:00.000000000Z,33,1,2913,4420.000000000,4420.000000000,4417.750000000,4418.000000000,18,NQU5
2015-06-29T00:09:00.000000000Z,33,1,2913,4417.750000000,4417.750000000,4416.750000000,4417.000000000,15,NQU5
2015-06-29T00:10:00.000000000Z,33,1,2913,4417.000000000,4417.000000000,4415.000000000,4415.250000000,41,NQU5
2015-06-29T00:11:00.000000000Z,33,1,2913,4415.000000000,4415.000000000,4413.750000000,4414.750000000,49,NQU5
2015-06-29T00:12:00.000000000Z,33,1,2913,4415.000000000,4415.250000000,4414.250000000,4414.750000000,25,NQU5
2015-06-29T00:13:00.000000000Z,33,1,2913,4414.500000000,4414.500000000,4413.000000000,4414.500000000,30,NQU5
2015-06-29T00:14:00.000000000Z,33,1,2913,4415.000000000,4415.000000000,4414.250000000,4414.250000000,8,NQU5
2015-06-29T00:15:00.000000000Z,33,1,2913,4414.750000000,4417.750000000,4414.750000000,4417.250000000,76,NQU5
2015-06-29T00:16:00.000000000Z,33,1,2913,4417.000000000,4417.250000000,4416.250000000,4416.500000000,20,NQU5
2015-06-29T00:17:00.000000000Z,33,1,2913,4416.500000000,4416.500000000,4414.750000000,4415.250000000,20,NQU5
2015-06-29T00:18:00.000000000Z,33,1,2913,4415.250000000,4415.750000000,4415.000000000,4415.500000000,30,NQU5
2015-06-29T00:19:00.000000000Z,33,1,2913,4415.750000000,4415.750000000,4414.750000000,4414.750000000,6,NQU5
2015-06-29T00:20:00.000000000Z,33,1,2913,4414.500000000,4415.000000000,4414.250000000,4415.000000000,16,NQU5
2015-06-29T00:21:00.000000000Z,33,1,2913,4415.250000000,4416.250000000,4415.250000000,4416.000000000,11,NQU5
2015-06-29T00:22:00.000000000Z,33,1,2913,4416.000000000,4417.000000000,4415.750000000,4416.500000000,15,NQU5
2015-06-29T00:23:00.000000000Z,33,1,2913,4416.250000000,4416.500000000,4416.000000000,4416.000000000,5,NQU5
2015-06-29T00:24:00.000000000Z,33,1,2913,4416.250000000,4416.250000000,4416.250000000,4416.250000000,3,NQU5
2015-06-29T00:25:00.000000000Z,33,1,2913,4416.500000000,4416.500000000,4416.000000000,4416.000000000,3,NQU5
2015-06-29T00:26:00.000000000Z,33,1,2913,4416.000000000,4416.500000000,4416.000000000,4416.500000000,2,NQU5
2015-06-29T00:27:00.000000000Z,33,1,2913,4416.500000000,4416.500000000,4415.000000000,4415.000000000,6,NQU5
2015-06-29T00:28:00.000000000Z,33,1,2913,4414.750000000,4415.500000000,4414.250000000,4414.500000000,36,NQU5
2015-06-29T00:29:00.000000000Z,33,1,2913,4414.000000000,4414.250000000,4414.000000000,4414.000000000,19,NQU5
2015-06-29T00:30:00.000000000Z,33,1,2913,4414.250000000,4414.250000000,4413.500000000,4413.500000000,8,NQU5
2015-06-29T00:31:00.000000000Z,33,1,2913,4414.000000000,4414.000000000,4414.000000000,4414.000000000,2,NQU5
2015-06-29T00:32:00.000000000Z,33,1,2913,4414.500000000,4414.500000000,4411.750000000,4413.250000000,61,NQU5
2015-06-29T00:33:00.000000000Z,33,1,2913,4412.750000000,4413.000000000,4412.000000000,4412.750000000,17,NQU5
2015-06-29T00:34:00.000000000Z,33,1,2913,4412.750000000,4413.500000000,4412.750000000,4413.500000000,20,NQU5
2015-06-29T00:35:00.000000000Z,33,1,2913,4413.500000000,4414.250000000,4413.250000000,4413.750000000,36,NQU5
2015-06-29T00:36:00.000000000Z,33,1,2913,4413.750000000,4413.750000000,4412.750000000,4412.750000000,9,NQU5
2015-06-29T00:37:00.000000000Z,33,1,2913,4412.250000000,4412.250000000,4412.250000000,4412.250000000,8,NQU5
2015-06-29T00:38:00.000000000Z,33,1,2913,4412.250000000,4412.250000000,4411.750000000,4411.750000000,50,NQU5
2015-06-29T00:39:00.000000000Z,33,1,2913,4412.250000000,4412.250000000,4412.000000000,4412.250000000,7,NQU5
2015-06-29T00:40:00.000000000Z,33,1,2913,4412.750000000,4413.000000000,4412.750000000,4412.750000000,9,NQU5
2015-06-29T00:41:00.000000000Z,33,1,2913,4413.000000000,4413.000000000,4412.500000000,4412.500000000,16,NQU5
2015-06-29T00:42:00.000000000Z,33,1,2913,4412.750000000,4413.500000000,4412.750000000,4413.500000000,22,NQU5
2015-06-29T00:43:00.000000000Z,33,1,2913,4413.250000000,4414.000000000,4413.250000000,4413.250000000,40,NQU5
2015-06-29T00:44:00.000000000Z,33,1,2913,4413.250000000,4414.500000000,4413.000000000,4413.750000000,38,NQU5
2015-06-29T00:45:00.000000000Z,33,1,2913,4414.250000000,4414.500000000,4413.750000000,4414.500000000,7,NQU5
2015-06-29T00:46:00.000000000Z,33,1,2913,4414.250000000,4414.750000000,4414.000000000,4414.250000000,24,NQU5
2015-06-29T00:47:00.000000000Z,33,1,2913,4414.000000000,4414.000000000,4413.750000000,4414.000000000,4,NQU5
2015-06-29T00:48:00.000000000Z,33,1,2913,4413.750000000,4414.250000000,4413.750000000,4414.250000000,10,NQU5
2015-06-29T00:49:00.000000000Z,33,1,2913,4413.750000000,4413.750000000,4413.750000000,4413.750000000,2,NQU5
2015-06-29T00:50:00.000000000Z,33,1,2913,4413.750000000,4413.750000000,4413.500000000,4413.500000000,2,NQU5
2015-06-29T00:51:00.000000000Z,33,1,2913,4414.000000000,4414.500000000,4414.000000000,4414.250000000,12,NQU5
2015-06-29T00:52:00.000000000Z,33,1,2913,4414.500000000,4414.500000000,4414.500000000,4414.500000000,2,NQU5
2015-06-29T00:53:00.000000000Z,33,1,2913,4414.500000000,4414.500000000,4414.000000000,4414.250000000,18,NQU5
2015-06-29T00:54:00.000000000Z,33,1,2913,4414.250000000,4414.500000000,4413.750000000,4414.000000000,31,NQU5
2015-06-29T00:55:00.000000000Z,33,1,2913,4413.750000000,4413.750000000,4411.250000000,4411.750000000,77,NQU5
2015-06-29T00:56:00.000000000Z,33,1,2913,4412.000000000,4413.500000000,4412.000000000,4413.250000000,41,NQU5
2015-06-29T00:57:00.000000000Z,33,1,2913,4413.500000000,4413.500000000,4412.250000000,4412.750000000,10,NQU5
2015-06-29T00:58:00.000000000Z,33,1,2913,4413.250000000,4413.750000000,4412.750000000,4413.750000000,22,NQU5
2015-06-29T00:59:00.000000000Z,33,1,2913,4414.000000000,4414.000000000,4413.750000000,4413.750000000,5,NQU5
2015-06-29T01:00:00.000000000Z,33,1,2913,4414.500000000,4414.500000000,4413.500000000,4413.500000000,35,NQU5
2015-06-29T01:01:00.000000000Z,33,1,2913,4413.500000000,4414.000000000,4413.500000000,4414.000000000,12,NQU5
2015-06-29T01:02:00.000000000Z,33,1,2913,4414.250000000,4414.250000000,4413.500000000,4413.500000000,36,NQU5
2015-06-29T01:03:00.000000000Z,33,1,2913,4414.000000000,4414.250000000,4412.750000000,4412.750000000,26,NQU5
2015-06-29T01:04:00.000000000Z,33,1,2913,4412.750000000,4413.750000000,4412.750000000,4413.500000000,17,NQU5
2015-06-29T01:05:00.000000000Z,33,1,2913,4413.250000000,4413.250000000,4412.750000000,4412.750000000,4,NQU5
2015-06-29T01:06:00.000000000Z,33,1,2913,4412.750000000,4413.750000000,4412.750000000,4413.500000000,18,NQU5
2015-06-29T01:07:00.000000000Z,33,1,2913,4413.250000000,4413.500000000,4412.750000000,4413.250000000,12,NQU5
2015-06-29T01:08:00.000000000Z,33,1,2913,4414.250000000,4414.250000000,4413.500000000,4413.750000000,17,NQU5
2015-06-29T01:09:00.000000000Z,33,1,2913,4414.000000000,4414.000000000,4413.750000000,4413.750000000,3,NQU5
2015-06-29T01:10:00.000000000Z,33,1,2913,4414.250000000,4414.250000000,4414.000000000,4414.000000000,2,NQU5
2015-06-29T01:11:00.000000000Z,33,1,2913,4413.750000000,4414.250000000,4413.750000000,4414.250000000,5,NQU5
2015-06-29T01:12:00.000000000Z,33,1,2913,4414.250000000,4414.250000000,4414.250000000,4414.250000000,2,NQU5
2015-06-29T01:13:00.000000000Z,33,1,2913,4414.000000000,4414.000000000,4413.750000000,4413.750000000,4,NQU5
2015-06-29T01:14:00.000000000Z,33,1,2913,4414.000000000,4414.750000000,4414.000000000,4414.750000000,40,NQU5
2015-06-29T01:15:00.000000000Z,33,1,2913,4414.750000000,4415.750000000,4414.750000000,4415.750000000,70,NQU5
2015-06-29T01:16:00.000000000Z,33,1,2913,4415.750000000,4415.750000000,4415.500000000,4415.500000000,19,NQU5
2015-06-29T01:17:00.000000000Z,33,1,2913,4415.750000000,4416.500000000,4415.500000000,4416.500000000,93,NQU5
2015-06-29T01:18:00.000000000Z,33,1,2913,4416.250000000,4417.250000000,4416.250000000,4417.250000000,31,NQU5
2015-06-29T01:19:00.000000000Z,33,1,2913,4417.250000000,4417.500000000,4416.250000000,4416.250000000,77,NQU5
2015-06-29T01:20:00.000000000Z,33,1,2913,4415.750000000,4417.000000000,4415.750000000,4417.000000000,45,NQU5
2015-06-29T01:21:00.000000000Z,33,1,2913,4417.000000000,4419.250000000,4417.000000000,4419.000000000,82,NQU5
2015-06-29T01:22:00.000000000Z,33,1,2913,4418.500000000,4418.500000000,4417.250000000,4418.000000000,74,NQU5
2015-06-29T01:23:00.000000000Z,33,1,2913,4418.000000000,4419.250000000,4418.000000000,4418.750000000,19,NQU5
2015-06-29T01:24:00.000000000Z,33,1,2913,4418.750000000,4418.750000000,4417.250000000,4418.250000000,41,NQU5
2015-06-29T01:25:00.000000000Z,33,1,2913,4418.250000000,4419.000000000,4418.000000000,4419.000000000,13,NQU5
2015-06-29T01:26:00.000000000Z,33,1,2913,4419.000000000,4419.500000000,4418.750000000,4419.500000000,25,NQU5
2015-06-29T01:27:00.000000000Z,33,1,2913,4419.500000000,4420.500000000,4419.500000000,4419.500000000,90,NQU5
2015-06-29T01:28:00.000000000Z,33,1,2913,4419.250000000,4420.000000000,4419.250000000,4420.000000000,24,NQU5
2015-06-29T01:28:00.000000000Z,33,1,12809,4420.000000000,4420.000000000,4420.000000000,4420.000000000,1,NQZ5
2015-06-29T01:29:00.000000000Z,33,1,2913,4420.000000000,4421.250000000,4420.000000000,4421.000000000,73,NQU5
2015-06-29T01:29:00.000000000Z,33,1,12809,4420.000000000,4420.000000000,4420.000000000,4420.000000000,3,NQZ5
2015-06-29T01:30:00.000000000Z,33,1,2913,4421.500000000,4421.750000000,4421.500000000,4421.750000000,36,NQU5
2015-06-29T01:31:00.000000000Z,33,1,2913,4421.750000000,4422.000000000,4420.500000000,4420.500000000,97,NQU5
2015-06-29T01:32:00.000000000Z,33,1,2913,4420.250000000,4420.750000000,4418.750000000,4420.500000000,53,NQU5
2015-06-29T01:33:00.000000000Z,33,1,2913,4421.000000000,4421.250000000,4420.750000000,4421.000000000,23,NQU5
2015-06-29T01:34:00.000000000Z,33,1,2913,4421.000000000,4421.000000000,4420.750000000,4420.750000000,28,NQU5
2015-06-29T01:35:00.000000000Z,33,1,2913,4420.500000000,4420.500000000,4420.000000000,4420.500000000,25,NQU5
2015-06-29T01:36:00.000000000Z,33,1,2913,4421.000000000,4421.000000000,4421.000000000,4421.000000000,13,NQU5
2015-06-29T01:37:00.000000000Z,33,1,2913,4420.750000000,4420.750000000,4420.500000000,4420.500000000,10,NQU5
2015-06-29T01:38:00.000000000Z,33,1,2913,4420.250000000,4420.750000000,4419.750000000,4420.500000000,106,NQU5
2015-06-29T01:39:00.000000000Z,33,1,2913,4421.000000000,4421.000000000,4420.500000000,4421.000000000,12,NQU5
2015-06-29T01:40:00.000000000Z,33,1,2913,4420.750000000,4421.250000000,4420.250000000,4421.250000000,53,NQU5
2015-06-29T01:41:00.000000000Z,33,1,2913,4421.500000000,4421.500000000,4420.500000000,4420.750000000,27,NQU5
2015-06-29T01:42:00.000000000Z,33,1,2913,4421.000000000,4421.250000000,4421.000000000,4421.250000000,16,NQU5
2015-06-29T01:43:00.000000000Z,33,1,2913,4421.250000000,4421.750000000,4421.000000000,4421.750000000,94,NQU5
2015-06-29T01:44:00.000000000Z,33,1,2913,4421.500000000,4421.750000000,4421.500000000,4421.500000000,26,NQU5
